rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,best_contact_from_hoovers,n_contacts,n_with_email,sweep_key_person,rationale,outreach_status,mergent_email,mergent_phone
1335,3,Aspire Bakeries LLC,unclassified food/bev mfr,,Los Angeles,California,http://www.aspirebakeries.com,2.5250284E8,4000,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1336,3,"B&G Foods, Inc.",unclassified food/bev mfr,,Parsippany,New Jersey,http://www.bgfoods.com,1.828687E9,2497,Public,"Kenneth Keller — President, Chief Executive Officer, Director",3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; large; Northeast",not contacted,,
1337,3,"Bakkavor Foods USA, Inc.",unclassified food/bev mfr,,Charlotte,North Carolina,http://www.bakkavor.com,3.1382791E8,900,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1338,3,"Bakkavor USA, Inc.",unclassified food/bev mfr,,Charlotte,North Carolina,http://www.bakkavor.com,2.0987612E7,192,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1339,3,Barilla America Inc.,unclassified food/bev mfr,,Northbrook,Illinois,http://www.barilla.com,1.3427748E8,450,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1340,3,"Bay Valley Foods, LLC",unclassified food/bev mfr,,De Pere,Wisconsin,http://www.bayvalleyfoods.com,4.364346E8,1000,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1341,3,Bay View Food Products Company,unclassified food/bev mfr,,Pinconning,Michigan,http://www.mrchipsforpickles.com,7.1393661E7,450,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1342,3,"Better Baked Foods, LLC",unclassified food/bev mfr,,North East,Pennsylvania,http://www.betterbaked.com,2.5662228E7,424,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1343,3,Blue Diamond Growers,unclassified food/bev mfr,,Sacramento,California,http://www.bluediamond.com,4.0094986E8,1500,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1344,3,"Bluetriton Brands, Inc.",unclassified food/bev mfr,,Stamford,Connecticut,http://www.bluetriton.com,5.0228699E8,4817,Private,Jeffrey Feinberg — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; large; Northeast",not contacted,,
1345,3,Borinquen Biscuit Corporation,unclassified food/bev mfr,,Yauco,Puerto Rico,http://www.borinquenbiscuit.com,2.3718107E7,200,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1346,3,Brill Bakery Solutions LLC,unclassified food/bev mfr,,Tucker,Georgia,,8.4549301E7,721,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1347,3,Buffalo Rock Company,unclassified food/bev mfr,,Birmingham,Alabama,http://www.buffalorock.com,3.9080347E8,2100,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1348,3,"Butterball, LLC",unclassified food/bev mfr,,Garner,North Carolina,http://www.butterballfoodservice.com,4.5675717E8,2500,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1349,3,"COLLIN STREET BAKERY, LLC",unclassified food/bev mfr,,Corsicana,Texas,http://www.collinstreet.com,2.4071253E7,150,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1350,3,"CS Beef Packers, LLC",unclassified food/bev mfr,,Kuna,Idaho,http://www.csbeefpackers.com,8.6948097E7,856,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1351,3,"CTI Foods Texas Beans, LLC",unclassified food/bev mfr,,Saginaw,Texas,http://www.ctifoods.com,2.5410616E7,100,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1352,3,Caravan Ingredients Inc.,unclassified food/bev mfr,,Lenexa,Kansas,http://www.corbion.com,2.9720114E8,700,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1353,3,"Caribbean Refrescos, Inc.",unclassified food/bev mfr,,Cidra,Puerto Rico,,1.011193E8,510,Private,,2,0,,"co-man status UNKNOWN — needs website check; 2 contact(s), no email flag; mid-market size fit",not contacted,,
1354,3,"Chateau Elan Resorts, LLC",unclassified food/bev mfr,,Braselton,Georgia,http://www.chateauelan.com,2.3909863E7,500,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1355,3,Cher-Make Sausage Co.,unclassified food/bev mfr,,Manitowoc,Wisconsin,http://www.cher-make.com,2.6050741E7,130,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1356,3,Coast Packing Company,unclassified food/bev mfr,,Vernon,California,http://www.coastpacking.com,2.114806E7,60,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1357,3,"Conagra Grocery Products Company, LLC",unclassified food/bev mfr,,Omaha,Nebraska,,2.4014528E7,484,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1358,3,"Corfu - Tasty Gyros, Inc.",unclassified food/bev mfr,,Bensenville,Illinois,http://www.corfufoods.com,2.110614E7,80,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1359,3,Creekstone Farms Premium Beef LLC,unclassified food/bev mfr,,Arkansas City,Kansas,http://www.creekstonefarms.com,9.4704079E7,700,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1360,3,"Crest Foods Co., Inc.",unclassified food/bev mfr,,Ashton,Illinois,http://www.crestfoods.com,5.6825386E7,546,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1361,3,"Crown Bakeries, LLC",unclassified food/bev mfr,,Brentwood,Tennessee,http://www.crownbakeries.com,2.1489061E8,180,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1362,3,Crystal Geyser Water Company,unclassified food/bev mfr,,Calistoga,California,http://www.crystalgeyserwatercompany.com,2.9856987E7,188,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1363,3,"Darigold, Inc.",unclassified food/bev mfr,,Seattle,Washington,http://www.darigold.com,9.3269568E8,1240,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1364,3,"Derst Baking Company, LLC",unclassified food/bev mfr,,Savannah,Georgia,http://www.flowersfoods.com,2.8134371E7,508,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1365,3,"Dutch-american Foods, Inc.",unclassified food/bev mfr,,Beecher,Illinois,http://www.dutchamericanfoods.com,2.7739729E7,100,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1366,3,Eckert Cold Storage Company,unclassified food/bev mfr,,Escalon,California,http://www.eckertcs.com,4.9229801E7,600,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1367,3,"Empacadora Y Procesadora Del Sur, Inc.",unclassified food/bev mfr,,Coamo,Puerto Rico,,2.3371246E7,100,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1368,3,Equity Group - Georgia Division LLC,unclassified food/bev mfr,,Camilla,Georgia,,2.3708387E7,2900,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1369,3,"Farmers Pride, Inc.",unclassified food/bev mfr,,Fredericksburg,Pennsylvania,http://www.bellandevans.com,1.77405E8,1050,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1370,3,Farmers Union Marketing & Processing Association,unclassified food/bev mfr,,Redwood Falls,Minnesota,http://www.fuillc.com,2.0860661E7,500,Nonprofit,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1371,3,"Flavor Producers, LLC",unclassified food/bev mfr,,West Hills,California,http://www.flavorproducers.com,6.569246699999999E7,200,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1372,3,"Flowers Bakery Of London, LLC",unclassified food/bev mfr,,London,Kentucky,,2.5592644E7,99,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1373,3,"Fullfillment Systems, Inc.",unclassified food/bev mfr,,Sunnyvale,California,http://www.newyorkstylesausage.com,2.3597326E7,300,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1374,3,"GH Foods CA, LLC",unclassified food/bev mfr,,Sacramento,California,,4.6947964E7,350,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1375,3,"Gerber Poultry, LLC",unclassified food/bev mfr,,Kidron,Ohio,http://www.gerbers.com,3.5932575E7,500,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1376,3,"Grain Craft Corn, LLC",unclassified food/bev mfr,,Chattanooga,Tennessee,http://www.bunge.com,1.2248602E8,596,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1377,3,"Grain Millers, Inc.",unclassified food/bev mfr,,Eden Prairie,Minnesota,http://www.grainmillers.com,1.0599037E8,671,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1378,3,"Great American Snacks, Inc.",unclassified food/bev mfr,,Nampa,Idaho,http://www.appetizer.com,3.4177197E7,700,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1379,3,HP Hood LLC,unclassified food/bev mfr,,Lynnfield,Massachusetts,http://www.hood.com,3.0227351E9,4500,Private,"John Kaneb — Chairman of the Board, President, Chief Executive Officer",3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; large; Northeast",not contacted,,
1380,3,"Haliburton International Foods, Inc.",unclassified food/bev mfr,,Ontario,California,http://www.haliburton.net,1.0E8,250,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1381,3,"Heartland Pet Foods Manufacturing, Inc.",unclassified food/bev mfr,,Joplin,Missouri,,2.837702E7,150,Private,,2,0,,"co-man status UNKNOWN — needs website check; 2 contact(s), no email flag; mid-market size fit",not contacted,,
1382,3,"Hill & Valley, Inc.",unclassified food/bev mfr,,Rock Island,Illinois,http://www.hillandvalley.net,2.6786247E7,175,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1383,3,"Holsum Bakery, Inc.",unclassified food/bev mfr,,Phoenix,Arizona,http://holsum-natures-own.edan.io,2.339539E7,580,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1384,3,"JBS USA Holdings, LLC",unclassified food/bev mfr,,Greeley,Colorado,http://www.jbsfoodsgroup.com,3.2162063E9,65570,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large,not contacted,,
1385,3,"JBS USA, LLC",unclassified food/bev mfr,,Greeley,Colorado,http://www.jbsfoodsgroup.com,1.2546133E8,2585,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1386,3,"Jennie-O Turkey Store, Inc.",unclassified food/bev mfr,,Willmar,Minnesota,http://www.willmarareachamber.com,4.8806845E8,7000,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1387,3,"John Soules Foods, Inc.",unclassified food/bev mfr,,Tyler,Texas,http://www.johnsoulesfoods.com,2.6532654000000003E8,1225,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1388,3,KING & PRINCE SEAFOOD CORPORATION,unclassified food/bev mfr,,Brunswick,Georgia,http://www.kpseafood.com,9.483651E7,538,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1389,3,Kemps LLC,unclassified food/bev mfr,,St Louis Park,Minnesota,http://www.kemps.com,4.8821457E8,1060,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1390,3,Kerry Stock & Broth Company Inc.,unclassified food/bev mfr,,Harrisonburg,Virginia,http://www.ariake.com,4.0075054E7,60,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1391,3,Keystone Foods LLC,unclassified food/bev mfr,,West Chester,Pennsylvania,http://www.emerilairfryer360.com,4.3275424E8,11000,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1392,3,Koch Foods of Mississippi LLC,unclassified food/bev mfr,,Pearl,Mississippi,,4.6212228E8,3534,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1393,3,Kraft Heinz Foods Company,unclassified food/bev mfr,,Pittsburgh,Pennsylvania,http://www.kraftheinz.com,6.3516663E8,24500,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,
1394,3,"Lactalis Heritage Dairy, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.lactalisheritagedairy.com,1.2476012E8,750,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1395,3,"Lamb Weston, Inc.",unclassified food/bev mfr,,Eagle,Idaho,http://www.lambweston.com,1.4518982E9,5776,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large,not contacted,,
1396,3,Leclerc Foods Tennessee LLC,unclassified food/bev mfr,,Kingsport,Tennessee,http://www.leclercfoods.com,3.6584106E7,900,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1397,3,"Leclerc Foods USA, Inc.",unclassified food/bev mfr,,Montgomery,Pennsylvania,http://www.leclercfoods.com,1.065385E8,1035,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
